feature,importance
temperature_c,0.5160231009586932
resolution_m,0.07769633387676902
index_refraction,0.076701026432159
range_km,0.07516619702146242
length_km,0.07438506127606076
num_averages,0.02867658370692699
supplier,0.026536529105169702
pulse_width_ns,0.025459185545069856
fiber_type,0.022175916635596274
num_data_points,0.02105369912036563
user_offset_m,0.020293436765722574
wavelength_nm,0.014263048655600593
test_mode,0.013242685443985427
build_condition,0.008327195456418537
