feature,importance
temperature_c,84.94235907364546
resolution_m,2.1220195918770384
index_refraction,1.7475328082777455
length_km,1.7040473803822702
range_km,1.6133422206401635
num_averages,1.290069687145079
pulse_width_ns,1.1749330231428388
num_data_points,1.072793784022172
supplier,0.9969953439439051
user_offset_m,0.9117249289924096
fiber_type,0.8420818687767501
wavelength_nm,0.6037183660821788
test_mode,0.5565535849812692
build_condition,0.4218283380907078
